date,content,tiker,week1_close,week1_open,week1_high,week1_low,week2_close,week2_open,week2_high,week2_low,week3_close,week3_open,week3_high,week3_low,week4_close,week4_open,week4_high,week4_low
2021-11-01 06:30:01+00:00,Детский мир   МСФО 3кв2021.,DSKY,142.48,138.96,145.18,137.2,139.24,143.76,145.0,138.28,132.12,140.0,140.02,131.0,136.34,132.54,140.94,132.54
2021-11-01 06:30:01+00:00,Энел Россия   РСБУ 3кв2021.,ENRU,0.8836,0.8714,0.8898,0.8684,0.8632,0.8834,0.8944,0.86,0.8396,0.8642,0.8686,0.832,0.87,0.8462,0.8748,0.8336
2021-11-01 06:30:01+00:00,Аэрофлот   РСБУ 3кв2021.,AFLT,65.98,68.48,69.4,65.1,66.04,66.0,68.06,65.22,60.98,66.2,66.52,59.88,62.26,61.8,64.76,59.22
2021-10-30 09:00:24+00:00,3. Куйбышевазот  — инвестиция в один из самых доходных химических бизнесов в мире.,KAZT,395.0,403.8,406.4,380.0,373.2,405.0,405.0,363.4,344.8,375.4,383.4,340.0,383.4,344.4,404.4,313.0
2021-10-30 09:00:24+00:00,4. В России фиксируют рост продаж алкоголя. Вероятно ускорение роста на фоне локдауна. На этом заработает Белуга .,BELU,4055.0,3990.0,4169.0,3967.0,3820.0,4022.0,4296.0,3652.0,3712.0,3823.0,4046.0,3689.0,3491.0,3723.0,3866.0,3301.0
2021-10-30 09:00:24+00:00,5. Чистая прибыль Новатэка  может удвоиться в ближайшие 5 лет.,NVTK,1781.8,1798.4,1855.6,1776.6,1780.2,1794.8,1814.6,1741.2,1624.0,1775.6,1800.0,1616.0,1611.2,1627.8,1696.6,1530.8
2021-10-29 06:30:11+00:00,Мосбиржа   МСФО 3кв2021.,MOEX,172.97,173.15,175.58,171.23,169.64,172.97,174.26,167.68,161.8,169.27,173.7,160.78,150.05,161.5,162.96,149.5
2021-10-29 06:30:11+00:00,Мосэнерго   РСБУ 9м2021.,MSNG,2.24,2.246,2.3,2.205,2.2055,2.255,2.272,2.1815,2.1905,2.2055,2.236,2.182,2.14,2.19,2.2245,2.1365
2021-10-28 11:35:43+00:00,"Куйбышевазот  — инвестиция в один из самых доходных химических бизнесов в мире     1⃣ Куйбышевазот зарабатывает сверхприбыли от роста цен на удобрения. 2⃣ Куйбышевазот наращивает мощности. Это увеличит доходы компании от высоких цен на продукцию. 3⃣ Куйбышевазот имеет самый большой потенциал роста среди аналогов в России и в мире. Апсайд до мировых аналогов - более 200%. 4⃣ Триггер в Куйбышевазоте может привести к росту акций на 33%. 5⃣ Куйбышевазот — инвестиция в один из самых доходных химических бизнесов в мире.  Справедливая стоимость акций Куйбышевазот KAZT 649.3 руб., потенциал роста +60%.",KAZT,395.0,403.8,406.4,380.0,373.2,405.0,405.0,363.4,344.8,375.4,383.4,340.0,383.4,344.4,404.4,313.0
2021-10-28 10:22:21+00:00,"У акций  Куйбышевазот  самый большой потенциал роста среди российских производителей удобрений по мультипликатору EV/EBITDA 2021 года.   Потенциал роста Куйбышевазота до аналогов почти в 2 раза см. фото   Справедливая стоимость акций Куйбышевазот KAZT 649.3 рублей, потенциал роста +63%.",KAZT,395.0,403.8,406.4,380.0,373.2,405.0,405.0,363.4,344.8,375.4,383.4,340.0,383.4,344.4,404.4,313.0
2021-10-28 10:09:00+00:00,"Недооценку акций Куйбышевазот  могут заметить в ближайшее время. Куйбышевазот обладает самым большим апсайдом по мультипликатору P/E 2021 в секторе - в 2.6 раза.  В мире наблюдается высокий спрос на акции производителей удобрений. Вчера прошло IPO одного из крупнейших производителей азотных удобрений в мире Fertiglobe. Компания была оценена в 15.6 EV/EBITDA, 52.7 P/E за 2020 год. Несмотря на высокую оценку, акции компании после размещения подскочили на 21%.   Куйбышевазот также может привлечь внимание инвесторов. Компания уже демонстрирует значительный рост финансовых результатов, который продолжится.",KAZT,395.0,403.8,406.4,380.0,373.2,405.0,405.0,363.4,344.8,375.4,383.4,340.0,383.4,344.4,404.4,313.0
2021-10-28 09:43:32+00:00,"Куйбышевазот  покажет кратный рост финансовых показателей по итогам 2021 года.   Куйбышевазот продолжает получать сверхприбыль на росте цен на удобрения. Вчера компания отчиталась о трехзначном росте чистой прибыли за 3 квартал. При этом ситуация на рынке удобрений продолжает играть в пользу компании.  По итогам 2021 года Куйбышевазота может дать 10% дивидендной доходности. Если же компания решит направить всю чистую прибыль на дивиденды - доходность составит более 20%.    Справедливая стоимость акций Куйбышевазот KAZT 649.3 рублей, потенциал роста +63%.",KAZT,395.0,403.8,406.4,380.0,373.2,405.0,405.0,363.4,344.8,375.4,383.4,340.0,383.4,344.4,404.4,313.0
2021-10-28 09:27:59+00:00,"Куйбышевазот   справедливая стоимость 649.3 руб., апсайд +64%.  Рыночная цена акций стремится к их справедливой цене",KAZT,395.0,403.8,406.4,380.0,373.2,405.0,405.0,363.4,344.8,375.4,383.4,340.0,383.4,344.4,404.4,313.0
2021-10-28 07:30:31+00:00,Цены на химвещества и удобрения продолжают обновлять максимумы или находятся около них  Вчера вышла сильная отчетность Куйбышевазот . Текущие цены на удобрения могут обеспечить компании еще более удачный четвертый квартал.,KAZT,395.0,403.8,406.4,380.0,373.2,405.0,405.0,363.4,344.8,375.4,383.4,340.0,383.4,344.4,404.4,313.0
2021-10-28 06:30:48+00:00,"Интер РАО  хочет поставлять электроэнергию в Казахстан, где ожидается энергодефицит из-за развития ферм по майнингу криптовалюты.",IRAO,4.7425,4.761,4.848,4.663,4.7385,4.7445,4.8795,4.675,4.492,4.751,4.802,4.4475,4.3025,4.501,4.595,4.275
2021-10-28 06:30:48+00:00,"Участниками эксперимента по онлайн-продаже рецептурных препаратов могут стать OZON , Магнит , Вкусвилл, Aliexpress Russia, Яндекс.Маркет.",OZON,3139.5,3200.0,3286.5,3103.0,3085.0,3150.0,3229.5,3006.0,3365.5,3080.0,3498.0,3021.0,3028.5,3360.0,3400.0,3002.0
2021-10-28 06:30:48+00:00,Магнит   МСФО за 3кв2021.,MGNT,6793.5,6525.0,6842.0,6430.0,6568.5,6800.0,7011.5,6470.0,6014.0,6592.5,6640.0,5796.5,5775.5,6014.0,6100.0,5620.0
2021-10-28 06:30:48+00:00,Сбербанк   МСФО за 3кв2021.,SBER,360.21,356.15,374.0,356.14,347.59,362.57,364.58,339.68,327.56,349.24,352.8,325.7,304.42,326.05,329.97,300.1
2021-10-28 06:30:48+00:00,Энел Россия   МСФО за 3кв2021.,ENRU,0.87,0.8572,0.8742,0.8566,0.8836,0.8714,0.8898,0.8684,0.8632,0.8834,0.8944,0.86,0.8396,0.8642,0.8686,0.832
2021-10-28 06:30:48+00:00,Русгидро   РСБУ за 3кв2021.,HYDR,0.8237,0.817,0.8257,0.8141,0.8113,0.8247,0.828,0.8023,0.806,0.8113,0.826,0.8,0.7605,0.805,0.8168,0.7571
2021-10-28 06:30:48+00:00,Юнипро   РСБУ за 3кв2021.,UPRO,2.796,2.742,2.823,2.732,2.782,2.805,2.859,2.777,2.74,2.784,2.809,2.722,2.728,2.742,2.797,2.69
2021-10-28 06:30:48+00:00,ЕМС   операционные результаты за 3кв2021.,GEMC,1046.9,1056.0,1065.0,1019.0,1110.0,1046.9,1120.0,1021.0,1105.55,1114.2,1139.4,1080.15,1198.0,1115.4,1250.05,1076.1
2021-10-27 16:59:59+00:00,"Банковский сектор  Hold. Российские банки прогнозируют рекордные прибыли в этом году  Сбер  заработает более 1 трлн руб., а ВТБ  - более 300 млрд. В пятницу ЦБ России в очередной раз повысил ключевую поставку, и прогнозируется, что к концу года ставка будет ещё выше. Это сильно ударит по потребительским кредитам, что скажется на прибыли в 2022 году.",SBER,360.21,356.15,374.0,356.14,347.59,362.57,364.58,339.68,327.56,349.24,352.8,325.7,304.42,326.05,329.97,300.1
2021-10-27 16:59:59+00:00,"Банковский сектор  Hold. Российские банки прогнозируют рекордные прибыли в этом году  Сбер  заработает более 1 трлн руб., а ВТБ  - более 300 млрд. В пятницу ЦБ России в очередной раз повысил ключевую поставку, и прогнозируется, что к концу года ставка будет ещё выше. Это сильно ударит по потребительским кредитам, что скажется на прибыли в 2022 году.",VTBR,0.052815,0.05275,0.05372,0.0518,0.05029,0.0531,0.05337,0.04957,0.050495,0.050305,0.05324,0.050125,0.04658,0.05015,0.050365,0.04652
2021-10-27 16:59:59+00:00,"Девелопмент  Buy. Российский рынок недвижимости имеет кратный потенциал роста, причинами этого роста являются фундаментальные макропоказатели - низкая обеспеченность кв.м. и старый жилищный фонд. Менеджмент Самолета  считает, что цены продолжат расти. Помимо этого в секторе происходит консолидация - мелкие игроки уходят, по некоторым прогнозам число игроков на рынке может сократиться в 4 раза.",SMLT,4910.2,4805.0,5000.0,4805.0,4885.0,4910.2,4928.0,4741.4,4730.0,4820.0,4875.8,4658.6,4704.4,4730.2,4748.0,4457.6
2021-10-27 15:28:37+00:00,"Куйбышевазот  показал рост финансовых результатов за 3 квартал 2021 года.   Так же, как и во 2 квартале компания заработала около 20 млрд руб выручки +61% за 9м г/г и 5 млрд руб чистой прибыли +801% за 9м г/г.  Куйбышевазот торгуется дешевле своих аналогов, дисконт может сократиться по мере роста дивидендов   Исходя из отчетности и капитализации ~100 млрд руб компания оценивается в ~5х P/E 2021 года против 10х у аналогов в среднем.   Дисконт может сократиться, когда компания из этих высоких доходов начнет платить высокие дивиденды.  По итогам 2021 года дивидендная доходность Куйбышевазота может составить 10% при уровне выплат в 50% от чистой прибыли или даже 20% — при выплате всей чистой прибыли компании.   Справедливая стоимость акций Куйбышевазот KAZT 649.3 рублей, потенциал роста +56%.",KAZT,395.0,403.8,406.4,380.0,373.2,405.0,405.0,363.4,344.8,375.4,383.4,340.0,383.4,344.4,404.4,313.0
2021-10-27 15:14:58+00:00,РСБУ Куйбышевазот  за 9 месяцев 2021  Выручка 55.896 млрд руб годом ранее 34.572 млрд Чистая прибыль 12.953 млрд годом ранее 1.438 млрд,KAZT,395.0,403.8,406.4,380.0,373.2,405.0,405.0,363.4,344.8,375.4,383.4,340.0,383.4,344.4,404.4,313.0
2021-10-27 14:25:36+00:00,АКЦИОНЕРЫ TCS GROUP  19 НОЯБРЯ РАССМОТРЯТ ВОПРОС УВЕЛИЧЕНИЯ КАПИТАЛА,TCSG,8025.0,7324.8,8040.2,7304.2,7334.0,8005.0,8518.4,7230.0,7094.4,7335.0,7681.8,7032.2,6811.0,7075.0,7355.8,6308.2
2021-10-27 13:57:01+00:00,Самолет  рассматривает возможность проведения M&A сделок. Одна из них может принести +50% к EBITDA 2021 года.  Сегодня появились новости об одобрении ФАС покупки Интеко. Один из претендентов — Самолет.  Вклад Интеко в EBITDA Самолета может дать почти +50% к EBITDA 2021 года. Обновленные прогнозы Самолета по EBITDA 2021 — 30 млрд руб. В Интеко называли план на 2021 год заработать 15 млрд руб EBITDA. В прошлом году Интеко заработал 9.6 млрд. рублей. EBITDA.,SMLT,4910.2,4805.0,5000.0,4805.0,4885.0,4910.2,4928.0,4741.4,4730.0,4820.0,4875.8,4658.6,4704.4,4730.2,4748.0,4457.6
2021-10-27 13:44:46+00:00,"Крупные девелоперы выигрывают от фундаментальных трендов на рынке недвижимости. Самое важное из звонка Самолета    1⃣ Число девелоперов сократится почти в 3-4 раза — с 1200 до 300-500 игроков. От этого выигрывают крупнейшие игроки, чья доля на рынке будет расти. Также это может положительно сказаться на марже  меньшая конкуренция на рынке - позитив для маржинальности.  2⃣ Предложение недвижимости сокращается из года в год. За несколько лет предложение упало в 4 раза - с 4 млн кв. м до 1 млн кв. м. Цены сильнее зависят от предложения на рынке, чем от ипотечной ставки. При низком предложении, снижение цены маловероятно, более вероятен рост цен.  3⃣ За сильный спрос большая доля старого жилищного фонда и низкая обеспеченность населения жильем порядка 20 кв. м на человека.  4⃣ Снижения спроса не наблюдается  трафик растет каждый месяц на 10-15% м/м.  5⃣ Самолет рассматривает возможность проведения M&A сделок, если сделки создадут акционерную стоимость.",SMLT,4910.2,4805.0,5000.0,4805.0,4885.0,4910.2,4928.0,4741.4,4730.0,4820.0,4875.8,4658.6,4704.4,4730.2,4748.0,4457.6
2021-10-27 13:27:19+00:00,Возможная покупка Интеко Самолетом  — шаг по укреплению позиций компании в Москве и России.  ФАС России одобрила покупку Интеко     Источник РДВ в конце августа оценивал вклад Интеко в бизнес Самолета,SMLT,4910.2,4805.0,5000.0,4805.0,4885.0,4910.2,4928.0,4741.4,4730.0,4820.0,4875.8,4658.6,4704.4,4730.2,4748.0,4457.6
2021-10-27 06:30:01+00:00,Новатэк   МСФО 3кв2021.,NVTK,1781.8,1798.4,1855.6,1776.6,1780.2,1794.8,1814.6,1741.2,1624.0,1775.6,1800.0,1616.0,1611.2,1627.8,1696.6,1530.8
2021-10-27 06:30:01+00:00,Яндекс   МСФО 3кв2021.,YNDX,6120.0,5860.8,6145.0,5767.0,5970.2,6148.0,6217.0,5835.6,5968.8,5970.2,6150.0,5870.2,5380.0,6000.0,6048.6,5316.2
2021-10-27 06:30:01+00:00,ВТБ   МСФО 3кв2021.,VTBR,0.052815,0.05275,0.05372,0.0518,0.05029,0.0531,0.05337,0.04957,0.050495,0.050305,0.05324,0.050125,0.04658,0.05015,0.050365,0.04652
2021-10-27 06:30:01+00:00,X5 RetailGroup   день инвестора.,FIVE,2390.0,2395.5,2447.0,2355.0,2401.0,2405.0,2474.5,2368.0,2249.0,2401.0,2407.0,2235.5,2088.0,2249.0,2249.0,2073.0
2021-10-26 10:32:38+00:00,"Белуга   справедливая стоимость 5774 руб., апсайд +45%.  Рыночная цена акций стремится к их справедливой цене",BELU,4055.0,3990.0,4169.0,3967.0,3820.0,4022.0,4296.0,3652.0,3712.0,3823.0,4046.0,3689.0,3491.0,3723.0,3866.0,3301.0
2021-10-26 09:53:11+00:00,"+150% — потенциал роста акций Белуги  до верхней оценки Mercury Retail Group Красное&Белое + Бристоль. Винлаб Белуги растет быстрее аналогов.  На рынке ожидается IPO Mercury Retail Group MRG, холдинг владеет сетями Красное&Белое и Бристоль. Предварительно компания оценивается в $20-25 млрд.  Размещение по верхней границе дает оценку MRG в 14 EV/EBITDA. Ближайший публичный аналог MRG - компания Белуга торгуется сейчас по 5.6 EV/EBITDA 2021 года.  При успешном размещении MRG акции Белуги могут ждать позитивная переоценка  апсайд +150% до верхней оценки MRG.   Справедливая стоимость акций Белуга BELU 5774 руб., апсайд +45%",BELU,4055.0,3990.0,4169.0,3967.0,3820.0,4022.0,4296.0,3652.0,3712.0,3823.0,4046.0,3689.0,3491.0,3723.0,3866.0,3301.0
2021-10-26 09:21:01+00:00,"Белуга  - самый быстрорастущий алкогольный ритейлер в России. Сеть опережает конкурентов по темпам роста почти вдвое, при этом Белуга планирует увеличить число магазинов почти в 5 раз. Винлаб при всем вышеперечисленном - самый маржинальный фудритейлер из публичных.",BELU,4055.0,3990.0,4169.0,3967.0,3820.0,4022.0,4296.0,3652.0,3712.0,3823.0,4046.0,3689.0,3491.0,3723.0,3866.0,3301.0
2021-10-26 09:15:36+00:00,"В России зафиксировали рост продаж алкоголя в сентябре. В октябре вероятно ускорение роста на фоне локдауна. На этом заработает Белуга .  Объем розничной продажи алкогольной продукции в сентябре 2021 года вырос на 3.6% г/г   водки на 6.7% — г/г,  коньяка на 8.8% — г/г,  слабоалкогольных напитков — на 43% г/г.  По данным Nielsen пик спроса в 2020 году пришелся на неделю после объявления о введении режима нерабочих дней в марте. Продажи водки в натуральном выражении тогда выросли на 31%, пива — на 25%, виски — на 47%, а игристого вина — на 5%.  Главный публичный бенефициар такого роста продаж - компания Белуга , владеющая самой быстрорастущей сетью алкомаркетов.   Справедливая стоимость акций Белуга BELU 5774 руб., апсайд +46%",BELU,4055.0,3990.0,4169.0,3967.0,3820.0,4022.0,4296.0,3652.0,3712.0,3823.0,4046.0,3689.0,3491.0,3723.0,3866.0,3301.0
2021-10-26 08:54:05+00:00,"Чистая прибыль Новатэка  может удвоиться в ближайшие 5 лет.  1⃣ Растет азиатский рынок СПГ, а вместе с ним и прибыль Новатэка. С начала 2021 года Китай - ключевое направление сбыта СПГ - увеличил импорт СПГ на 25%.  Новатэк заключает долгосрочные контракты и ведет переговоры со странами Азии. Не так давно Новатэк открыл представительство во Вьетнаме, где импорт СПГ начнется уже в 2022 году.  2⃣ Россия планирует к 2035 году занять 15% мирового рынка СПГ. Новатэку отводится ключевая роль. Имеющиеся мощности позволяют производить 28 млн тонн СПГ, но в ближайшие 15-20 лет этот показатель может увеличиться до 240 млн тонн.  3⃣ Новатэк заработает на продаже новых долей в Арктик СПГ-2. В сентябре стало известно, что Индия думает о покупке 9.9% в проекте Арктик СПГ–2. При оценке проекта в $21 млрд Новатэк получит от этой сделке $2.1 млрд кэша.  4⃣ Рост цен на СПГ неизбежен. По мнению аналитиков Morgan Stanley, цена на СПГ будет в среднем на 40% выше, чем за последние 5 лет.",NVTK,1781.8,1798.4,1855.6,1776.6,1780.2,1794.8,1814.6,1741.2,1624.0,1775.6,1800.0,1616.0,1611.2,1627.8,1696.6,1530.8
2021-10-26 08:12:01+00:00,"Цены на СПГ в Азии выросли в 4.5 раза за год.   Цены могут продолжить расти и дальше  на двух крупных терминалах СПГ в США произошли сбои. На эти терминалы приходилось 25% всего производства СПГ США. Из-за этого поставки в Азию могут сократиться, что вызовет рост цен.    Ранее Мозговой Центр Сигналов заметил, что акции Новатэка необоснованно отстали от динамики нефтегазового сектора РФ.  Бенефициаром роста цен является Новатэк .",NVTK,1781.8,1798.4,1855.6,1776.6,1780.2,1794.8,1814.6,1741.2,1624.0,1775.6,1800.0,1616.0,1611.2,1627.8,1696.6,1530.8
2021-10-26 08:04:52+00:00,"Завтра Новатэк  первым из российского нефтегаза отчитывается по итогам 3 квартала 2021.   Рост цен на нефть и повышенный азиатский спрос на СПГ могут помочь Новатэку превзойти ожидания рынка, посчитал источник РДВ.   Выручка может составить 280 млрд рублей — +70% г/г.    EBITDA может составить 178 млрд руб. — +89% г/г.  Средняя цена на нефть увеличилась на 6% по сравнению с предыдущим кварталом. Большая часть долгосрочных контрактов Новатэка имеет нефтяную привязку, поэтому компания заработает максимум от высоких цен на нефть.  Растет спрос на СПГ со стороны Азиатских стран. Китай нарастил импорт и сменил Японию в роли глобального лидера по импорту СПГ. Как недавно заявил Леонид Михельсон, большую часть объемов и по долгосрочным и по спотовым контрактам Новатэк продает именно в Азиатские страны.",NVTK,1781.8,1798.4,1855.6,1776.6,1780.2,1794.8,1814.6,1741.2,1624.0,1775.6,1800.0,1616.0,1611.2,1627.8,1696.6,1530.8
2021-10-26 06:30:01+00:00,Молдавия впервые в своей истории закупила газ у альтернативного Газпрому  поставщика.,GAZP,350.6,350.2,360.0,346.62,333.6,353.0,356.34,331.0,337.62,333.8,359.32,331.61,326.0,334.99,348.0,310.62
2021-10-26 06:30:01+00:00,"Глава КПРФ в Татарстане опасается, что у республики «возьмут» Татнефть .",TATN,543.0,540.0,561.4,532.3,535.1,546.6,557.7,531.8,500.3,530.3,542.0,499.6,461.3,501.4,505.3,458.0
2021-10-26 06:30:01+00:00,X5 RetailGroup   МСФО 3кв2021.,FIVE,2390.0,2395.5,2447.0,2355.0,2401.0,2405.0,2474.5,2368.0,2249.0,2401.0,2407.0,2235.5,2088.0,2249.0,2249.0,2073.0
2021-10-25 06:30:01+00:00,"Газпром  прекратит поставки газа в Молдавию, если с республикой не будет подписан новый контракт.",GAZP,350.6,350.2,360.0,346.62,333.6,353.0,356.34,331.0,337.62,333.8,359.32,331.61,326.0,334.99,348.0,310.62
2021-10-25 06:30:01+00:00,Petropavlovsk   производственные результаты за 3кв2021.,POGR,21.81,22.805,22.895,21.33,23.18,21.7,23.61,21.06,21.875,23.15,23.855,21.61,20.7,21.805,22.12,20.41
2021-10-25 06:30:01+00:00,Русагро   производственные результаты за 3кв2021.,AGRO,1203.2,1178.2,1225.0,1168.0,1155.0,1210.6,1230.8,1126.0,1136.6,1160.0,1205.0,1117.0,1107.6,1141.8,1163.0,1070.0
2021-10-25 06:30:01+00:00,Лента   производственные результаты за 3кв2021.,LNTA,220.4,218.8,225.0,216.2,225.2,220.5,234.0,219.6,219.5,225.2,238.5,219.0,208.9,219.5,220.7,207.5
